"Moi ce que j'veux, c'est qu'on s'amuse bien tous les deux pendant cette lecture !",4
"Mon frère fait une soirée je sens que je vais avoir du mal à dormir.",1
"Mon objectif en tant qu'ouvrage est le suivant.",6
"Nan j'aime pas!",4
"Ne croyez-vous pas que nous devrions plutôt tenter une autre méthode ?",2
"Ne te laisse pas marcher sur les pieds.",3
"Ne tue plus d'animaux.",3
"Non ce n'est pas possible, pour faire ce gateau il faut que tu suive la recette à la lettre. Tu ne peux pas mettre tes doses à l'oeil nue et cuire plus que le temps indiqué.",6
"Non.",3
"Nous avons encore trois sujets à traiter avant la fin de la réunion.",6
"Nous nous verrons plus tard pour en parler.",5
"Ok, alors chacun va s'exprimer sur c'est sujet.",3
"Ok, oon vas parler de trucs profons la communication et tout et tout !",4
"On a besoin de connaître votre opinion sur la culture de pommes de terre.",5
"On a eu 14 en restit !!!",4
"On arrête là.",3
"On devrait peut-être aller boire un coup",2
"On fera ce qui est de mieux pour les enfants.",5
"On ne va pas s'prendre la tête hein ?",4
"On peut échanger tous les deux si tu as besoin.",1
"On peut éventuellement faire ça.",5
"On peut rêver pour l'avenir tout de même.",5
"On prend le bus pour y aller.",3
"On va bien rigoler tous les deux !",4
"On va recommencer et on va expliquer que ce n'était pas faisable comme on l'avait prévu à la base.",5
"On verra bien où cela nous mène.",5
"On verra comment on le fera.",5
"Où vous devez le lire ?",6
"Oui mais je ne suis pas d'accord avec toi.",4
"ouiiiiiiii.",4
"Oulala tu vas t'amuser sans vie sociale",4
"Par exemple je pré-fére manger dans un grand restaurant chère plutôt que de passer ma soirée aux toilettes.",6
"Parlons-en à votre prochaine visite je vous prie.",3
"Parmi ces possibilités, dites nous laquelle vous parait la meilleure ?",5
"Pas de problèmes, il n'y ont que des solutions.",3
"Pas que ce soit fait demain mais aujourd'hui.",3
"Pendant que tu faisais mue muse avec les plantes, j'ai fait quelques recherches sur ton frère.",6
"Personne ne veux de moi.",1
"Peut-être pas...",5
"Peut-être qu'il vaudrait mieux ne rien dire",5
"Peut-être...",5
"Peut-il exister une méthode, ou des méthodes, pour mieux se connaître ?",5
"pk ? XD",4
"Plonger dans de l'eau glacée c'est comme prendre des poignards en pleine poitrine.",1
"Pour commencer je voudrais vous partager ça.",6
"Pour finir vous pourrez vous découvrir.",6
"Pour gagner du temps, je prends ces tâches d'ici ce soir.",6
"Pour réaliser ce plat, il me manque quelques ingrédients : des oignons, du basilic.",6
"Pourquoi ?",6
"Pourquoi fait vous cela ?",6
"Pourquoi tu ne me laisses pas tranquille ?",6
"Premièrement de mieux vous connaitre.",6
"Prends toi une piaule et profite de la vie.",4
"Prends toutes les informations.",3
"Prenez le temps d'y réfléchir.",5
"Prenez les dispositions nécessaires s'il vous plaît.",3
"Présentez-moi les conclusions de votre étude mardi prochain, s'il vous plaît.",3
"Probablement...",5
"Processus communication a été crée dans les années 60.",6
"Profite de la chance que tu as",3
"Profites en pour passer des coups de fil :)",4
"Prouve-le.",3
"Ptit enfoiré, je vais te fumer.",4
"Puis après j'ai fait des petits triangles, puis après je les aient coloriés.",6
"Putain c'est trop bien.",4
"Quand je pense que j'avais de grande ambition et qu'il a fallu que tu gâches tout.",2
"Qu'attendez-vous de moi?",6
"Que croyez-vous que nous devions faire ?",2
"Que je suis heureux, et ému, de vous accueillir dans ma lecture.",1
"Que penses-tu ?",2
"Que se passerait-il si nous tentions une autre méthode ?",6
"Quel est votre avis ?",2
"Quelle est ton opinion sur le nouveau président ?",2
"Quelle heure est-il?",6
"Quelles étaient vos responsabilités dans votre travail précédent ?",6
"Qu'est que tu veux faire.",6
"Qu'est tu fais ?",4
"Qu'est-ce que je peux faire pour que tu te sentes mieux ?",1
"Qui suis-je...",5
"Quoi ?!?",4
"Réfléchissez a la meilleure façon de résoudre ce problème.",3
"Regarde ce que tu m'as fait faire.",3
"Regarde moi quand je te parle.",3
"Regarder les notes myges !!!",4
"Rends-toi et je te laisse vivre.",3
"Respire, écoute-moi, regarde-moi et arrête de te stresser pour rien.",1
"Retire quelque chose de concret de ma lecture.",3
"Salut Charles, je regarde cela avec la Chef Logistique :)",4
"Salut gros, ça gaze?",4
"Salut toi !",4
"Sans moi vous vous plantez !",3
"Selon lui, il faudrait suivre cette démarche.",5
"Ses applications sont nombreuses : management des personnes et des équipes, motivation, approche cliente, formation, enseignement et coaching.",6
"Si à deux heures on enchaîne avec des tirs de performance comment on va faire pour travailler ?",5
"Si je n'ai pas fini à minuit je passe sur cette tâche.",6
"Si j'étais un chat je ronronnerais.",1
"Sincèrement j'ai mal pour lui.",1
"Sinon on achète une corde vite fait et tu vas sur le toit OKLM.",4
"Sort de ta grotte bro.",4
"Stop les bêtises.",3
"Suit ta route.",3
"Sur quel point te prends-tu la tête ?",1
"Ta présence est chaudement recommandée.",1
"Taibi Kahler étudie les interactions entre individus. Il s'efforce de comprendre pourquoi certaines génèrent des issues positives (motivation renforcée, stimulation à l'action et à l'atteinte de résultats, …) et d'autres aboutissent à des issues négatives (démotivation, immobilisme, agressivité, dépression, etc.).",6
"T'as choisi l'bon livre, ouais !",4
"T'as l'air sympa !",4
"T'as les jtons hein ?",4
"T'as une drôle de frimousse !",4
"T'as vu cet empaffé !",4
"T'es un gamin.",4
"Ton attitude empestée empeste une certaine malveillance.",1
"Toute méthode est limitée, orientée, biasée...",5
"Toutefois, une autre étude de 2006 montre que des approches plus récentes (arbres renforcés, forêts aléatoires) permettent d'obtenir de meilleurs résultats.",6
"Très intéressant mais comment vas-tu faire pour détecter les simulateurs ?",6
"Trouver les possibilités.",3
"Tu as besoin d'idée .",1
"Tu as ça, un autre document et faut tu remettes ton ca à jour.",6
"Tu as potentiellement raison mais tu as aussi potentiellement tort.",5
"Tu as tort et j'ai raison.",4
"Tu crois que ton rôle est d'encadrer l'équipe .",2
"Tu dois être là.",3
"Tu embaumes la rose, c'est rafraichissant.",1
"Tu es important dans ce projet.",2
"Tu es le cancer personnifié !",4
"Tu es sûr que tu l'as fait.",6
"Tu m'appels d'où ?",4
"Tu me donnes mal à la tête.",1
"Tu me manques, tu ne sais pas à quel point je tiens à toi.",1
"Tu mens.",3
"Tu ne voulais pas prendre ton ordinateur .",2
"Tu penses que je peux t'aider ?",1
"Tu peux trouver la solution.",3
"Tu pourras choisir facilement.",3
"Tu t'achetes plus de montre de la préhistoire.",4
"Tu t'mets enfin à la technologie.",4
"Tu t'organises comme tu veux du moment que le travail est fait.",3
"Tu vas m'aider.",3
"Tu vas me résoudre çà.",3
"Tu vas me sortir ce rapport pour demain.",3
"Tu vois quand tu te rases ça te vas bien, tu as une peau de bébé.",1
"Un pas en avant, tendez la main droite.",3
"Un pommes plus deux pommes font trois pommes mais une pomme et demi plus une pomme et demi font aussi trois pommes.",6
"Va, cours, vole, et venge nous.",6
"Vas-y !",3
"Viens voir les comédiens.",3
"Vivre, c'est être relié...",5
"Votre idée est formidable.",6
"Votre opinion a beaucoup d'importance à mes yeux.",2
"Vous avez fait du bon travail.",6
"Vous êtes droit et ne deviez jamais de vos valeurs et de votre ligne de conduite.",2
"Vous êtes important pour l'entreprise et pour moi.",1
"Vous me dites quoi si je vous dis : changeons de méthode du tout au tout ?",4
"Vous pouvez me faire confiance.",2
"Wouah il créche dans une supère baraque.",4
"Y a papa qui reppasse au boulot au final.",4
"Y'a aucun de ces sujets qui me branchent.",4
"Youpi !",4
